0:00,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,
HTS 2084,HTS 2084,ISYE 3770,ISYE 3770,FREN 1001,FREN 1001,ME 3322,ME 3322,ISYE 3025,ISYE 3025,MSE 2001,MSE 2001,MGT 3150,MGT 3150,ECE 3710,ECE 3710,COE 2001,COE 2001,
ISYE 3039,ISYE 3039,FREN 1002,FREN 1002,FREN 2021,FREN 2021,CHBE 3200,CHBE 3200,ECE 3076,ECE 3076,HTS 4803,HTS 4803,ME 4760,ME 4760,ECE 3025,ECE 3025,COE 3001,COE 3001,COE 3001,COE 3001,
ECE 2699,ECE 2699,ECE 4751,ECE 4751,ME 3720,ME 3720,ISYE 2028,ISYE 2028,MGT 3660,MGT 3660,ECE 2040,ECE 2040,FREN 4813,FREN 4813,CS 4400,CS 4400,
FREN 4901,FREN 4901,ECE 4750,ECE 4750,CS 4001,CS 4001,CS 3251,CS 3251,ECON 2101,ECON 2101,
CHBE 3001,CHBE 3001,CHBE 3001,CHBE 3001,
CS 2699,CS 2699,FREN 2813,FREN 2813,

HTS 2084,HTS 2084,ISYE 3770,ISYE 3770,FREN 1001,FREN 1001,ME 3322,ME 3322,ECE 3076,ECE 3076,MSE 2001,MSE 2001,MGT 3150,MGT 3150,ECE 3710,ECE 3710,COE 2001,COE 2001,
ISYE 3039,ISYE 3039,FREN 1002,FREN 1002,FREN 2021,FREN 2021,CHBE 3200,CHBE 3200,MGT 3660,MGT 3660,HTS 4803,HTS 4803,ME 4760,ME 4760,ECE 3025,ECE 3025,COE 3001,COE 3001,COE 3001,COE 3001,
ECE 2699,ECE 2699,ECE 4751,ECE 4751,ME 3720,ME 3720,ISYE 2028,ISYE 2028,ECE 2040,ECE 2040,FREN 4813,FREN 4813,CS 4400,CS 4400,
FREN 4901,FREN 4901,ECE 4750,ECE 4750,CS 4001,CS 4001,CS 3251,CS 3251,ECON 2101,ECON 2101,
CHBE 3001,CHBE 3001,CHBE 3001,CHBE 3001,
CS 2699,CS 2699,FREN 2813,FREN 2813,

HTS 2084,HTS 2084,ISYE 3770,ISYE 3770,FREN 1001,FREN 1001,ME 3322,ME 3322,ISYE 3025,ISYE 3025,MSE 2001,MSE 2001,MGT 3150,MGT 3150,ECE 3710,ECE 3710,COE 2001,COE 2001,
ISYE 3039,ISYE 3039,FREN 1002,FREN 1002,FREN 2021,FREN 2021,CHBE 3200,CHBE 3200,ECE 3076,ECE 3076,HTS 4803,HTS 4803,ME 4760,ME 4760,ECE 3025,ECE 3025,COE 3001,COE 3001,COE 3001,COE 3001,
ECE 2699,ECE 2699,ECE 4751,ECE 4751,ME 3720,ME 3720,ISYE 2028,ISYE 2028,MGT 3660,MGT 3660,ECE 2040,ECE 2040,FREN 4813,FREN 4813,CS 4400,CS 4400,
FREN 4901,FREN 4901,ECE 4750,ECE 4750,CS 4001,CS 4001,CS 3251,CS 3251,ECON 2101,ECON 2101,
CHBE 3001,CHBE 3001,CHBE 3001,CHBE 3001,
CS 2699,CS 2699,FREN 2813,FREN 2813,

HTS 2084,HTS 2084,ISYE 3770,ISYE 3770,FREN 1001,FREN 1001,ME 3322,ME 3322,ECE 3076,ECE 3076,MSE 2001,MSE 2001,MGT 3150,MGT 3150,CS 4400,CS 4400,COE 3001,COE 3001,COE 3001,COE 3001,
ISYE 3039,ISYE 3039,FREN 1002,FREN 1002,FREN 2021,FREN 2021,ISYE 2028,ISYE 2028,MGT 3660,MGT 3660,HTS 4803,HTS 4803,ME 4760,ME 4760,ECON 2101,ECON 2101,
ECE 2699,ECE 2699,ECE 4751,ECE 4751,ME 3720,ME 3720,CS 4001,CS 4001,CS 3251,CS 3251,FREN 4813,FREN 4813,
FREN 4901,FREN 4901,ECE 4750,ECE 4750,
CHBE 3001,CHBE 3001,CHBE 3001,CHBE 3001,
CS 2699,CS 2699,FREN 2813,FREN 2813,

